from,to,distance
2237,2238,31.76
2238,2226,82.16
2226,2239,37.63
2239,2240,200.0
2240,2241,200.0
2241,2242,200.0
2242,2243,141.29
2243,63,141.29
2244,728,45.64
2245,2246,54.99
2246,2247,38.46
2247,2164,30.11
2248,2252,50.6
548,904,18.54
2249,2250,35.85
2250,2249,35.85
2250,948,35.85
948,2250,35.85
2252,1779,72.75
580,2253,33.94
2253,580,33.94
2253,2249,33.94
2249,2253,33.94
2252,446,19.6
2254,2255,140.54
2255,1252,140.54
2256,1461,101.56
2257,204,44.49
1468,1604,25.12
2251,1497,26.9
1497,1626,191.58
1626,2254,44.92
2258,2259,61.81
2259,2260,42.09
2260,2248,24.42
254,2261,26.39
2261,2262,70.42
2262,1604,233.34
1021,548,173.34
1731,2263,50.0
2263,2264,30.28
2264,2265,30.28
2265,2266,50.0
2266,2267,30.98
2267,2268,30.98
2268,2269,36.0
2269,2270,34.95
2270,493,34.95
2248,2271,18.36
2271,446,45.72
517,518,51.82
518,2272,333.65
2272,2615,94.26
1604,1737,29.14
606,4293,200.55
2251,1497,27.23
1497,1626,191.42
1626,2254,44.77
2273,1454,164.04
1731,2264,81.79
2264,2265,28.9
2265,2268,113.41
2262,2274,63.11
2274,2275,22.75
2275,1468,109.32
467,483,84.07
2276,2124,49.43
1382,2277,24.78
2277,2278,28.17
2278,688,28.18
2279,1448,20.62
781,2279,37.67
2280,628,18.03
2281,628,92.0
628,2281,92.0
2280,628,23.15
2282,2280,86.63
296,1167,75.14
1802,1380,127.73
296,825,73.88
825,462,44.22
2283,1775,62.41
2284,1822,131.79
1033,2285,35.11
2285,1033,66.42
2286,2287,85.9
2287,2118,19.06
960,1196,121.91
688,2288,50.0
2288,604,29.95
2289,541,17.14
541,2289,29.86
2290,679,293.89
420,2291,78.45
2291,2143,39.33
2143,2289,54.65
2289,2143,52.75
2292,607,27.07
607,2292,18.06
496,2292,27.7
2292,496,36.99
1600,2293,125.88
2293,1411,24.41
1411,2294,15.48
2294,2295,36.73
2295,414,91.48
2296,266,95.98
770,742,35.45
2153,1195,46.62
2298,1831,36.62
2299,739,20.46
2297,2300,19.33
770,710,53.39
2300,2154,55.25
2153,216,119.0
216,788,34.71
788,4252,143.35
803,4294,63.08
277,4294,117.4
2301,2302,28.67
2302,2007,31.33
2303,2304,50.0
2304,2305,27.71
2305,1220,27.71
2306,2307,33.43
2307,4295,33.43
2070,2308,19.03
2308,1996,135.17
2050,2309,75.44
2309,2310,90.8
2310,563,90.86
2311,2050,79.71
2311,2312,58.36
2312,608,145.12
2050,2309,79.68
2313,2314,35.09
2314,475,23.77
330,939,33.67
939,330,33.67
1561,2315,20.65
2315,1561,20.65
2316,2317,42.9
2317,2318,39.73
2318,195,40.45
1226,243,53.45
2319,2320,31.69
2320,940,148.47
2321,899,82.03
2319,918,206.3
2322,2319,69.86
940,2323,111.29
2323,2319,71.55
195,2324,103.74
2324,162,188.44
2325,2326,33.64
2326,2327,33.64
2327,2328,33.48
2328,2329,33.48
2329,2156,38.17
1461,2330,37.87
2330,2331,75.97
2331,2257,119.6
2333,2332,20.53
2332,2334,16.94
2334,2115,73.74
2332,686,177.28
208,2335,28.37
2335,572,36.67
208,958,56.62
2336,2337,79.99
2337,208,19.87
2338,2332,140.7
2339,319,50.82
2340,1860,34.88
2341,2342,31.33
2342,1180,38.17
1212,2343,50.43
2343,2344,29.41
2344,1788,21.45
2317,2345,36.13
2345,1959,26.64
791,2346,65.76
2346,791,65.76
168,1734,81.23
759,930,53.23
930,759,53.23
2164,2347,37.45
2347,1704,37.45
1734,2348,43.22
2348,168,43.22
2349,2350,61.97
2350,4296,71.58
2351,2352,40.34
2352,2353,32.24
2353,2354,32.24
2354,2316,29.34
2355,2311,188.95
1144,2356,31.89
2356,257,31.89
1434,2357,23.34
2357,1346,32.83
179,2358,50.81
2358,179,50.81
2359,2484,16.36
2361,2393,145.82
2362,2662,86.83
2363,2558,17.3
2364,2384,15.59
2363,2558,20.12
2367,2449,16.31
2368,2659,59.86
2369,2370,32.15
2370,2379,26.41
2371,2368,46.54
2373,2442,18.83
2375,2373,28.88
2376,2518,19.11
2377,2366,63.54
2378,2453,119.99
2380,2423,32.84
2381,2469,52.57
2382,2375,49.54
2383,4297,48.99
2361,2477,16.92
2385,2452,27.93
2385,2549,57.94
2386,2406,40.35
2388,4298,57.63
2364,4299,23.46
2372,2635,46.44
2391,2376,51.61
2392,2437,18.61
2393,2558,194.86
2394,4300,133.87
2395,2404,112.94
2396,2469,18.56
2397,2400,28.48
2366,2416,40.83
2398,2415,53.83
2399,2429,40.81
2400,2417,95.31
2401,2449,64.93
2402,2363,215.03
2363,2558,32.6
2404,2457,47.84
2405,2582,95.85
2407,2387,158.34
2408,2436,17.82
2367,4301,65.07
2374,2386,56.82
2410,2552,36.49
2411,2534,33.94
2412,2443,87.34
2413,2365,98.59
2414,2602,42.5
2415,2458,49.72
2360,2440,18.36
2416,2377,21.23
2417,2414,90.45
2418,2408,156.62
2419,2513,16.64
2371,2662,37.8
2421,2422,129.84
2422,2441,129.85
2423,2424,50.0
2424,2425,43.26
2425,2445,43.26
2426,2432,25.85
2427,2359,109.75
2381,2405,18.57
2428,2366,31.47
2429,566,106.16
2430,2392,17.02
2431,2645,20.37
2432,166,84.56
2433,2453,86.0
2387,2454,149.55
2396,2405,52.52
2435,2362,23.7
2436,2426,92.05
2437,2445,205.86
2438,2398,16.08
2440,2529,24.09
2441,2402,66.28
2442,2375,42.28
2365,2409,106.61
2443,2503,19.6
2444,2403,24.35
2366,4302,48.75
2445,2485,134.8
2403,2372,24.05
2446,2513,21.83
2447,2415,63.08
2377,4303,88.72
2448,2366,30.42
2439,2374,77.35
2449,2382,19.62
2450,2364,79.01
2444,2372,26.59
2451,2515,87.71
2375,2367,56.81
2452,2549,21.27
2453,2500,38.55
2397,2417,134.72
2455,2456,35.11
2456,2455,35.11
2413,4304,18.02
2389,2429,49.83
2457,2388,35.41
2386,2645,154.42
2458,2459,85.12
2459,2460,110.06
2460,2461,106.36
2461,2380,26.1
2462,2463,500.0
2463,2464,500.0
2464,2465,500.0
2465,2466,500.0
2466,2467,459.66
2467,2468,459.66
2468,4151,91.94
2469,2470,161.9
2470,2389,36.66
2471,2640,31.81
2472,2473,24.23
2473,2540,24.71
2445,2474,48.06
2474,2475,48.06
2475,2476,47.49
2476,2444,47.49
2477,2586,148.45
2478,2390,18.75
2479,2480,29.48
2480,2481,20.79
2481,2430,18.28
2482,2605,113.68
2394,2483,361.56
2483,2438,63.51
2485,2486,44.24
2486,2413,20.31
2487,2488,18.85
2488,2410,16.21
2471,2489,76.9
2489,2490,219.98
2490,2441,55.77
2491,2492,27.72
2390,2493,22.28
2493,2494,33.9
2494,2471,19.1
2495,2396,85.26
2419,2446,21.65
2452,606,177.38
2412,2482,169.31
2496,2497,64.37
2497,2385,45.54
2315,2446,91.43
2446,2315,91.43
2398,2359,20.3
2359,2401,95.62
2498,2642,24.06
2369,2499,96.48
2499,2434,45.06
2500,2501,96.51
2501,2502,43.07
2502,4305,119.33
2503,2504,50.06
2504,2505,46.93
2505,2506,35.44
2506,2507,39.76
2507,2508,28.26
2508,2385,24.94
2392,2403,17.0
2509,2361,84.59
2510,2569,66.08
2454,2511,25.13
2511,2418,79.26
2512,2418,20.57
2421,2420,170.71
2513,2514,33.2
2514,2612,40.72
2515,2498,340.06
2498,2642,22.38
2484,2438,20.71
2516,2517,377.64
2517,2386,61.56
2518,2519,31.02
2519,2550,20.77
2520,2521,104.94
2521,2582,104.94
2409,2427,102.49
2512,2511,75.46
2511,2407,33.13
2520,2522,200.0
2522,2523,177.71
2523,2524,177.71
2524,2525,148.7
2525,2524,149.18
2524,2526,200.0
2526,2527,200.0
2527,2528,129.68
2528,2592,129.68
2529,2530,28.77
2530,2531,37.18
2531,2391,34.31
2477,2532,55.43
2532,4306,200.0
2533,4307,146.94
2535,2536,37.22
2536,2412,22.02
2537,2538,74.17
2538,2539,45.84
2539,1471,71.16
2540,2487,80.01
2427,2458,19.04
518,2541,50.0
2541,2542,46.58
2542,2534,46.58
2543,2544,24.16
2544,2545,32.01
2545,2546,32.01
2546,2411,18.72
2547,2548,100.0
2548,2451,222.9
2549,1962,81.7
2406,2623,34.91
2550,2551,31.31
2551,1994,46.14
2552,2360,63.34
2442,2553,306.03
2553,2442,306.03
2553,2387,306.03
2387,2553,306.03
2554,2555,30.49
2555,2547,91.27
2386,2517,54.14
2517,2516,379.01
2556,2482,56.44
2557,2556,177.65
2558,2557,34.66
2557,2574,20.14
2559,2556,37.52
2558,2557,32.32
2557,2574,18.82
2385,2452,28.32
2452,2560,25.2
2560,2561,25.21
2561,2562,41.35
2562,2563,41.35
2563,2564,25.5
2564,2534,25.5
2565,2566,72.71
2566,2567,30.9
2567,2568,122.85
2568,2381,39.48
2569,2570,24.18
2570,2571,80.49
2571,2572,71.16
2572,2573,75.23
2573,2393,32.33
2574,2559,101.4
2484,2575,81.75
2575,2576,105.02
2576,2577,55.0
2577,2578,247.81
2578,4308,255.66
2559,2443,163.4
2579,2510,69.88
2402,2580,121.83
2580,2586,121.84
2581,2648,24.65
2582,2509,98.78
2583,2584,152.49
2584,2585,39.3
2585,3972,252.69
2379,2583,349.35
2586,4309,142.32
2587,2588,55.25
2588,2620,19.77
2455,2589,23.99
2589,2455,23.99
2590,2591,271.94
2591,2554,271.93
2456,2434,20.7
2434,2456,25.17
2592,2593,166.62
2593,2594,36.39
2594,2595,200.0
2595,2596,200.0
2596,2597,114.35
2597,1273,114.35
2598,2512,88.03
2379,2589,161.82
2599,2622,29.94
2600,2601,53.86
2601,2599,49.12
2602,2603,33.62
2603,2604,44.22
2604,2478,65.66
2605,2606,47.08
2606,2581,75.22
2607,2608,40.22
2608,4310,55.45
2547,4311,36.6
2589,2609,27.38
2609,2610,76.6
2610,4312,170.5
2503,2611,60.41
2611,4313,25.15
2612,1756,82.59
2534,2613,23.49
2613,2614,35.6
2614,2535,43.91
2615,606,48.52
2385,2616,124.88
2616,2615,19.17
2615,606,25.7
2615,606,41.37
2617,2421,126.84
2618,2651,27.92
2619,2393,185.08
2393,2363,185.08
2620,2397,42.79
2569,2621,78.71
2621,2420,63.09
2622,2371,100.09
2623,2431,34.57
2434,2499,46.01
2499,2379,74.32
2420,2624,148.95
2624,2625,148.95
2625,2528,71.56
2528,2592,122.54
2420,2626,62.04
2626,2624,81.81
2624,2627,50.46
2627,2628,22.15
2628,2647,126.24
2629,2630,69.25
2630,2631,59.68
2631,2632,70.71
2632,2283,30.38
2633,2634,22.93
2634,2472,31.87
2635,2633,26.7
2434,2636,50.0
2636,2637,50.0
2637,2638,47.22
2638,4193,47.22
2639,4206,54.79
2640,2641,110.18
2641,2579,30.85
2642,2643,40.07
2643,2644,33.41
2644,4314,52.44
2645,2463,53.14
2463,2646,22.52
2646,2618,20.82
2647,2629,49.03
2648,2649,22.49
2649,2650,65.69
2650,2419,102.16
2651,2652,80.72
2652,2491,45.14
2653,2654,47.28
2654,2655,125.76
2655,2651,28.67
2655,2656,15.0
2618,2656,29.32
2656,2657,52.24
2657,2439,59.06
2492,2658,38.74
2658,2435,55.99
2659,2660,16.71
2660,2653,67.65
2661,2639,133.45
2662,2661,81.02
2663,2706,15.62
2666,2793,116.5
2668,2759,40.74
2669,2677,327.84
2671,2773,46.34
2672,2756,47.8
2673,2832,64.0
2674,2721,64.43
2675,2676,88.39
2676,2675,88.39
2677,2787,37.85
2678,4315,84.38
2679,2775,21.83
2680,2698,44.57
2681,2702,87.63
2682,2705,62.66
2683,2684,18.59
2684,2683,18.59
2685,2740,47.24
2686,2687,82.71
2687,2686,82.71
2688,2751,53.43
2689,2690,52.53
2690,2689,52.53
2691,2741,33.3
2694,2732,67.15
2676,2695,20.5
2695,2676,20.5
2696,2697,28.62
2697,2696,28.62
2698,2688,92.71
2699,2700,42.08
2700,2699,42.08
2701,2710,121.96
2702,2748,50.09
2703,2704,31.72
2704,2703,31.72
2705,2685,48.97
2706,2663,17.76
2687,2707,40.96
2707,2687,40.96
2708,2709,31.56
2709,2708,31.56
2710,2821,39.26
2712,2693,16.24
2713,2806,45.35
2714,2798,106.06
2684,2715,171.82
2715,2684,171.82
2709,111,42.35
111,2709,42.35
2664,2696,34.41
2696,2664,34.41
2690,2716,86.28
2716,2690,86.28
2718,2770,49.11
2719,2720,30.52
2720,2719,30.52
2665,2770,425.45
2721,2722,36.18
2722,4316,45.46
2723,2680,34.21
2720,2675,60.97
2675,2720,60.97
2724,2740,66.68
2725,2758,18.73
2726,2679,37.03
2670,2663,26.2
2663,2670,26.2
2711,2669,136.53
2727,2747,39.59
2682,2671,36.42
2728,2718,86.41
2729,2711,114.45
2730,2731,40.6
2731,2730,40.6
2732,2759,33.23
2733,2665,119.71
2686,2734,32.25
2734,2742,30.37
2735,2736,24.34
2736,2735,24.34
2665,2737,110.87
2737,2728,170.12
2715,2738,16.9
2738,2715,16.9
2700,2703,49.89
2703,2700,49.89
2716,2739,53.17
2739,2716,53.17
2740,2753,18.84
2704,2708,53.65
2708,2704,53.65
2741,2712,101.3
2742,2743,50.0
2743,2744,29.36
2744,2749,29.36
2738,2670,84.18
2670,2738,84.18
2745,2777,17.43
2667,2746,30.86
2746,2667,30.86
2732,2668,39.99
2731,2699,37.84
2699,2731,37.84
2747,2672,89.88
2748,4317,75.03
2749,4318,47.26
2750,2754,136.84
2717,2719,26.95
2719,2717,26.95
2751,2818,57.2
2752,2692,70.11
2753,2822,46.93
2754,2755,24.83
2755,2733,46.02
2756,2757,61.52
2758,2674,35.57
2759,2760,38.33
2760,2686,36.45
2761,2694,158.41
2677,2724,53.24
2746,2762,20.73
2762,2746,20.73
2762,2717,60.11
2717,2762,60.11
2726,2679,42.35
2679,2763,493.75
2763,2713,33.3
2764,2765,123.06
2765,2990,49.35
2758,4319,188.83
2723,2766,105.62
2766,2767,358.05
2767,2666,166.58
2768,2769,23.56
2769,2768,23.56
2769,2667,28.7
2667,2769,28.7
2770,2771,41.41
2771,2772,58.21
2772,2681,103.55
2773,2787,43.55
2668,2774,51.2
2774,2668,51.2
2775,2776,189.11
2773,2724,42.41
2776,2826,131.52
2777,2778,189.07
2778,2789,61.88
2779,2683,63.25
2683,2779,63.25
2736,2780,50.2
2780,2736,50.2
2780,2781,30.17
2781,2780,30.17
2782,2783,42.23
2783,2784,31.29
2784,2785,40.89
2785,2807,72.56
2707,2786,36.25
2786,2707,36.25
2787,2782,22.24
2788,2782,40.82
2789,2790,136.97
2790,2791,32.17
2791,2792,54.99
2792,2693,326.88
2793,2727,86.03
2695,2794,16.56
2794,2695,16.56
2794,2735,31.05
2735,2794,31.05
2795,2796,70.82
2796,2729,77.91
2781,2664,79.01
2664,2781,79.01
2798,2799,252.17
2799,2725,60.69
2800,2801,60.92
2801,2802,64.29
2802,4320,152.8
2803,2779,109.46
2779,2803,109.46
2804,2805,273.22
2805,2678,270.82
2806,2797,17.2
2713,2809,21.52
2807,2808,75.35
2808,2673,33.55
2809,2810,48.27
2810,2811,15.61
2811,2812,76.67
2812,2745,432.81
2813,2814,35.91
2814,2806,58.12
2815,2709,52.47
2709,2815,52.47
2678,2816,105.1
2816,2671,143.85
2817,2768,71.89
2768,2817,71.89
2818,2819,18.64
2819,2809,246.34
2692,2723,60.56
2820,2701,39.59
2821,2795,352.07
2821,4321,273.02
2822,2823,113.76
2823,2800,153.94
2824,2813,103.11
2818,2824,83.47
2825,2828,106.46
2826,2825,58.24
2693,2827,36.16
2827,2764,43.53
2828,2829,35.68
2829,2666,71.03
2830,2803,24.82
2803,2830,24.82
2774,2831,27.35
2831,2774,27.35
2831,2830,45.01
2830,2831,45.01
2832,2833,32.48
2833,2714,164.0
2834,3412,58.23
2835,2951,29.0
2836,3297,23.28
2837,2845,80.56
2838,2992,62.42
2839,3200,18.26
2840,4160,62.22
2841,3320,190.09
2842,3018,107.23
2843,2871,42.36
2844,3448,121.99
2845,2853,38.65
2847,3001,15.99
2848,2889,39.27
2849,2842,107.66
2850,2851,45.98
2851,2850,45.98
2852,2853,65.46
2853,2852,65.46
2854,4322,43.23
2856,3036,31.9
2857,3354,153.82
2858,3400,28.94
2859,2910,118.75
2838,2888,94.53
2851,2852,24.33
2852,2851,24.33
2860,3144,40.89
2861,2850,26.08
2850,2861,26.08
2862,4117,57.89
2863,3853,20.48
2864,2865,107.91
2865,2903,133.26
2868,3607,44.94
2869,2944,18.02
2870,3011,27.91
2871,2921,28.01
2872,3222,37.99
2873,3079,19.29
2874,3010,66.14
2875,2876,27.24
2876,2875,27.24
2878,2879,27.92
2879,2964,27.93
2880,2953,17.43
2881,2882,57.06
2882,2881,57.06
2883,2884,25.18
2884,2872,25.18
2885,3048,56.01
2886,2887,16.19
2887,2886,16.19
2855,2890,48.39
2890,2855,48.39
2891,2867,24.35
2892,3880,48.45
2893,2933,39.45
2894,2895,128.71
2895,2873,128.72
2896,2881,52.94
2881,2896,52.94
2897,3239,46.35
2898,2906,40.34
2899,3595,22.04
2900,4323,51.75
2901,2902,43.72
2902,3092,43.73
2903,3021,56.78
2905,4324,46.13
2906,2898,39.66
2907,2894,33.45
2908,2909,120.1
2909,2918,120.1
2910,2995,27.75
2911,3215,141.6
2893,2889,46.49
2913,2914,170.39
2914,3058,170.39
2915,3129,37.28
2916,2947,34.98
2917,3412,43.54
2918,3144,74.87
2919,2920,105.67
2920,3737,105.67
2921,2841,41.75
2922,2960,124.07
2923,2924,27.31
2924,3792,27.31
2922,3036,22.73
2925,3008,21.75
2928,2929,379.68
2929,2928,379.68
2930,2836,34.31
2931,3766,24.51
2932,3658,120.96
2934,2971,141.18
2935,2967,50.03
2905,3291,91.74
2936,3022,105.3
2937,2938,39.21
2938,3071,36.84
2939,3060,83.88
2940,2836,73.85
2910,2859,119.43
2940,2996,35.34
2941,3140,41.4
2942,3602,55.14
2943,2921,268.24
2945,2975,68.32
2946,3741,46.99
2947,3052,44.13
2948,2965,23.74
2949,3014,171.75
2950,3803,75.3
2951,2835,28.09
2953,3369,40.61
2954,4325,161.54
2955,2847,49.29
2956,2957,20.28
2957,2956,20.28
2958,2959,17.18
2959,2958,17.18
2961,2885,16.2
2868,3132,35.03
2964,2878,39.33
2966,2883,32.94
2967,3769,28.7
2969,3403,41.75
2970,3445,39.03
2971,2991,22.48
2972,2973,128.67
2973,3065,128.67
2974,3228,137.57
2975,2946,97.28
2976,2977,26.89
2977,3798,26.89
2978,3346,63.42
2979,2934,37.47
2980,3558,97.48
2903,3369,49.44
2982,2981,57.19
2984,3009,72.35
2985,2989,32.88
2986,2866,42.78
2987,3083,33.66
2988,2927,49.08
2927,2988,49.08
2951,2867,23.59
2904,3047,51.98
2989,3467,21.09
2990,2997,64.61
2991,3169,17.59
2853,3726,37.26
2992,4326,46.85
2993,3603,33.78
2960,3039,46.64
2995,2910,27.03
2996,3291,19.02
2997,2979,80.06
2869,3337,103.51
2999,2665,342.68
3000,3004,24.76
3001,2955,34.04
2842,2849,106.29
2986,2866,33.95
3002,2861,42.82
2861,3002,42.82
3003,3190,26.21
3004,3191,16.06
3005,2988,50.42
2988,3005,50.42
3006,3066,57.05
3007,3563,132.55
3008,2993,23.0
3009,3464,99.21
3010,4327,21.53
3011,3624,27.03
2862,3708,35.6
3012,2839,64.19
2968,2856,69.89
2962,3790,22.56
2949,2889,26.17
3015,3607,36.37
3016,3552,49.27
2959,3017,111.65
3017,3006,111.65
2860,2937,79.14
3018,2842,107.62
3019,3020,186.95
3020,3305,186.95
3021,2880,40.55
3022,2943,141.78
2999,2750,15.88
3023,3652,51.04
3024,3655,65.47
3025,2857,20.46
2972,2961,34.07
3026,2880,45.51
2965,3253,124.38
3027,3844,124.47
3028,3844,32.24
3029,3168,62.65
3030,3176,74.87
3032,3608,19.01
3033,3472,73.3
2882,2859,79.63
2859,2882,79.63
3034,3035,28.17
3035,3243,28.18
3036,2856,31.92
3015,3132,40.75
3021,2983,34.6
3037,2874,52.15
3038,2873,41.16
2857,3477,19.87
3039,3040,38.64
3040,2922,38.64
3041,3042,213.38
3042,3041,213.38
3043,2957,23.04
2957,3043,23.04
2860,3071,134.79
3045,3334,43.23
3046,2866,33.15
3047,2942,51.53
3048,3065,144.8
2944,2869,17.47
3049,2904,42.08
2985,3467,25.91
2898,3064,38.07
3050,3769,22.13
2867,2951,22.94
3051,2933,45.03
3052,3306,41.71
3053,3569,29.71
3054,3805,74.91
3056,3264,84.2
3057,3384,33.34
2926,3046,95.72
3058,2907,30.49
3059,3158,17.43
3060,3390,39.69
2900,3389,33.47
3061,2834,55.54
2840,3333,30.19
2834,2917,35.67
3062,2896,90.96
2896,3062,90.96
2952,3063,50.0
3063,3064,34.32
3064,2898,34.33
3066,3689,95.08
2929,3005,26.88
3005,2929,26.88
3067,3062,31.64
3062,3067,31.64
3068,3716,97.57
3069,3070,26.94
3070,3069,26.94
2949,3292,26.13
3071,3059,80.05
3075,3512,37.99
3076,3280,65.28
2905,2930,61.71
3036,2922,22.48
2856,3077,34.92
3077,2968,34.92
3078,3055,21.4
3079,2972,50.19
3052,3011,37.6
3080,3599,34.85
3081,2931,107.92
3082,2961,33.95
3083,2999,167.48
2943,3084,53.91
3084,2843,135.18
2867,2891,24.94
2918,3896,36.66
2949,3014,181.71
3085,3086,191.03
3086,3087,200.0
3087,3088,141.52
3088,3399,141.53
3089,3774,96.27
3090,3091,34.13
3091,3219,34.13
3092,3093,50.0
3093,3094,41.29
3094,3626,41.29
3044,3095,16.52
3095,3096,26.13
3096,3555,26.13
3097,3815,30.72
3098,3055,28.68
3026,2983,104.64
3099,3100,23.57
3100,3099,23.57
3100,3101,27.68
3101,3100,27.68
2957,3102,40.63
3102,2957,40.63
3103,3104,93.12
3104,3103,93.12
3104,3105,25.0
3105,3104,25.0
3106,3107,22.09
3107,3108,18.52
3108,2941,38.24
2954,3109,35.54
3109,3016,36.91
3110,3111,90.86
3111,3049,34.19
3112,3113,44.72
3113,2877,18.52
3114,3115,200.0
3115,3116,200.0
3116,3117,136.07
3117,3118,136.08
3118,3119,153.94
3119,3120,153.94
3120,3121,178.92
3121,3085,187.92
3013,3122,50.65
3122,3123,34.03
3123,3124,34.16
3125,3126,26.96
3126,3127,33.3
3127,3128,18.88
3129,3130,39.15
3130,3720,39.15
3131,3013,39.72
3132,2985,17.14
2926,3803,80.7
3133,3839,81.11
3134,3135,28.49
3135,3136,23.89
3136,3137,24.93
3137,3138,32.18
3138,3139,36.51
3139,3768,23.33
3140,3141,31.42
3141,3142,72.16
3142,3143,25.99
3144,2911,72.53
3145,3146,200.0
3146,3147,200.0
3147,3148,200.0
3148,3149,200.0
3149,3150,158.05
3150,2958,158.06
3151,3152,103.64
3152,3153,369.09
3153,2935,188.07
3155,3156,40.56
3156,3157,40.56
3157,3771,44.32
3158,3159,16.81
3159,3160,97.14
3160,3161,30.45
3161,3162,59.61
3162,3312,19.97
3163,3164,153.03
3164,3575,153.04
3060,1234,148.41
1234,1233,274.2
1233,1203,72.57
3165,3166,37.54
3167,3078,179.77
3168,2939,69.52
3169,2972,51.99
2846,3170,29.31
3170,3171,30.02
3171,3131,30.53
3169,3172,92.19
3172,3049,147.67
3173,3174,15.59
3174,3173,15.59
3175,3003,32.42
3176,4328,23.68
3055,3177,47.81
3177,3178,84.99
3178,3179,56.66
3179,3000,21.83
2998,2899,115.02
2899,3180,42.22
3180,3592,227.6
3060,3181,16.93
3181,3182,29.22
3182,3315,218.79
3183,3029,61.88
3184,3185,68.56
3185,3186,26.36
3186,3896,98.11
3187,2857,40.88
3188,3189,25.39
3189,3056,38.5
2866,3854,64.53
3190,2998,177.12
2857,2950,43.1
3191,3192,122.24
3192,2932,23.94
3193,3194,38.59
3194,3195,34.27
3195,3196,23.17
3196,3197,15.65
3197,3198,18.76
3199,3580,49.68
3200,3201,38.69
3201,3202,28.69
3202,4329,57.09
3173,3203,23.88
3203,3266,54.89
3204,3205,89.16
3205,2935,128.37
3206,3207,30.6
3207,2854,33.33
2994,3807,60.34
3208,3209,77.14
3209,3061,87.77
2878,2968,75.85
3210,3211,89.26
3211,3212,61.31
3212,3213,20.23
3213,3214,25.95
3214,3491,15.3
3215,3216,70.25
3216,3217,89.09
3217,3085,110.53
3218,3219,16.38
3219,3218,16.38
3220,3862,17.14
3221,4330,111.9
3222,2872,48.32
2872,2884,16.88
2884,2883,28.04
2883,2966,28.05
3223,3224,90.97
3224,3225,46.44
3225,3226,91.63
3227,2983,96.31
3228,3229,125.48
3229,3230,23.55
3230,3231,50.0
3231,3232,36.75
3232,3233,36.75
3233,3234,26.07
3234,3235,50.0
3235,3236,48.11
3236,3257,48.11
3237,3238,51.32
3238,3012,45.05
3239,3240,33.06
3240,1422,33.06
3241,3242,76.23
3242,3516,127.92
3243,3808,47.78
3244,3245,26.77
3245,3246,25.6
3246,3090,25.6
2928,3247,64.95
3247,2928,64.95
3248,3153,180.31
3153,3152,364.83
3152,3865,91.08
2963,3249,16.42
3249,3184,42.37
3250,3353,89.27
2968,3251,36.26
3251,2878,36.26
3252,3790,46.18
3253,3073,72.44
3254,3428,17.39
2964,3255,118.83
3255,3256,34.43
3256,2906,18.92
3257,2952,26.34
3258,3259,84.45
3259,3260,90.66
3260,3075,72.24
3261,3652,34.2
3262,3263,64.43
3263,3518,25.69
3064,3063,35.91
3063,2952,35.91
2991,3082,52.58
3264,3265,39.87
3265,2839,18.85
3266,3203,53.8
3203,3173,24.18
3267,3268,50.0
3268,3267,50.0
3268,3269,29.63
3269,3268,29.63
3269,3270,29.63
3270,3269,29.63
3270,3271,26.55
3271,3270,26.55
3271,3219,26.55
3219,3271,26.55
2894,3272,30.09
3272,3897,29.33
3273,3274,194.93
3274,3275,194.93
3275,3276,25.38
3276,3277,104.24
3277,3278,104.24
3278,3114,76.19
2857,3279,81.03
3279,3354,84.52
3280,2978,103.49
2983,3281,46.19
3281,2987,220.91
3282,3283,58.63
3283,3284,113.82
3284,3285,134.4
3285,3208,142.39
2921,3286,303.89
3286,2899,303.9
2889,3287,53.61
3287,3288,20.95
3288,3289,45.98
3289,3290,37.3
3290,3831,19.88
3292,3293,26.52
3293,3294,123.35
3294,3060,49.87
3041,3295,133.06
3295,3941,48.74
3296,3433,37.25
3297,3298,42.92
3298,3299,17.15
3299,3300,75.4
3300,3301,111.87
3301,3302,55.91
3302,3303,65.53
3303,2912,29.77
3304,3052,85.14
3305,2864,105.87
3020,3600,34.43
3306,3307,45.11
3307,3308,16.75
3308,3309,20.53
3309,3310,21.19
3310,3311,17.27
3311,3883,32.08
3312,3641,58.14
2992,3313,27.28
3313,3314,15.88
3314,2838,19.56
3315,3773,35.13
3316,3317,71.34
3317,3457,36.04
3318,3319,46.04
3319,3532,37.96
3320,2899,374.44
3321,3322,26.97
3322,3081,17.0
2899,3595,23.04
3266,3323,51.92
3323,3324,16.72
3324,3098,25.34
2877,3814,17.91
3151,3325,25.93
3325,3152,57.29
3152,3326,94.11
3326,3327,17.11
3327,2900,48.43
3184,3328,25.41
3328,3329,200.0
3329,3159,200.0
3159,3160,106.27
3160,3162,106.27
3162,3312,33.71
3330,2889,191.62
2889,2949,66.13
2847,3331,21.69
3331,2847,21.69
3333,3935,93.77
3334,3335,45.98
3335,3336,18.95
3336,3007,59.95
3337,3338,61.13
3338,2869,41.7
3339,3340,80.82
3340,3341,41.08
3341,3342,34.12
3342,2982,55.33
3343,3344,51.7
3344,3227,88.66
3345,2877,34.29
3346,3347,38.97
3347,2897,88.72
2912,3348,19.71
3348,3349,45.01
3349,3350,23.84
3350,3020,19.09
2906,3256,17.79
3256,3255,33.86
3255,3351,50.0
3351,3352,34.52
3352,2964,34.52
3353,3682,109.47
3354,3355,95.99
3355,3356,29.73
3356,2949,15.32
3033,3357,106.87
